motivo,regla,nro_inscripcion,periodo,producto,bandera,valor_problematico,accion
filtro_geografico,coordenadas_fuera_de_rango,10278,2026-02,Gas Oil Grado 3,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10278,2026-02,Nafta Súper,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10278,2026-02,Kerosene,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10278,2026-02,Gas Oil Grado 2,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11048,2026-02,Gas Oil Grado 2,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11048,2026-02,Nafta Súper,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11048,2026-02,Nafta Premium,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11048,2026-02,Gas Oil Grado 3,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11359,2026-02,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11359,2026-02,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11359,2026-02,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11359,2026-02,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11359,2026-02,GNC,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,6659,2026-02,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11137,2026-02,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11234,2026-02,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10277,2026-02,Nafta Premium,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10277,2026-02,Gas Oil Grado 2,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10277,2026-02,Gas Oil Grado 3,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10277,2026-02,Nafta Súper,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11136,2026-02,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10876,2026-02,Gas Oil Grado 3,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10876,2026-02,Nafta Súper,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10876,2026-02,Nafta Premium,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10876,2026-02,Kerosene,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10876,2026-02,Gas Oil Grado 2,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,6846,2026-02,Gas Oil Grado 2,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11306,2026-02,Gas Oil Grado 3,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11306,2026-02,Gas Oil Grado 2,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11306,2026-02,Nafta Súper,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11306,2026-02,Nafta Premium,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,4233,2026-02,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11418,2026-02,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11418,2026-02,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11418,2026-02,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11418,2026-02,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11418,2026-02,GNC,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11432,2026-02,GNC,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11312,2026-02,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11368,2026-02,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11312,2026-02,GNC,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11312,2026-02,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11432,2026-02,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11312,2026-02,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11368,2026-02,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11432,2026-02,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11312,2026-02,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11368,2026-02,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11432,2026-02,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11368,2026-02,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11432,2026-02,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10542,2026-02,Nafta Súper,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10542,2026-02,Gas Oil Grado 2,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10542,2026-02,Nafta Premium,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10542,2026-02,Gas Oil Grado 3,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11361,2026-02,Nafta Premium,Shell,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11361,2026-02,Gas Oil Grado 3,Shell,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11361,2026-02,Nafta Súper,Shell,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11361,2026-02,Gas Oil Grado 2,Shell,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,9341,2026-02,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11446,2026-02,Gas Oil Grado 3,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11446,2026-02,Nafta Súper,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11446,2026-02,Nafta Premium,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11446,2026-02,Gas Oil Grado 2,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11435,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11435,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11435,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11435,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11348,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11348,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11348,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11348,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10914,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10914,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10914,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10914,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10040,2026-03,Gas Oil Grado 2,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10040,2026-03,Gas Oil Grado 3,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10040,2026-03,Nafta Súper,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10040,2026-03,Nafta Premium,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11422,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11422,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11422,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11422,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11084,2026-03,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11449,2026-03,Nafta Súper,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11449,2026-03,Gas Oil Grado 2,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11449,2026-03,Gas Oil Grado 3,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11449,2026-03,Nafta Premium,Voy,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10756,2026-03,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11365,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11367,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11367,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11365,2026-03,GNC,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11364,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11365,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11367,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11365,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11364,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11364,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11365,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11364,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10731,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10731,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10731,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10731,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10580,2026-03,Gas Oil Grado 3,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10580,2026-03,Nafta Súper,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10580,2026-03,Gas Oil Grado 2,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11420,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11420,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11420,2026-03,GNC,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11420,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11420,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11409,2026-03,Nafta Premium,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11409,2026-03,Gas Oil Grado 3,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11409,2026-03,Gas Oil Grado 2,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11409,2026-03,Nafta Súper,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11134,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11134,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11134,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11134,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11134,2026-03,GNC,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10719,2026-03,Nafta Súper,DAPSA,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10719,2026-03,Gas Oil Grado 3,DAPSA,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10719,2026-03,Gas Oil Grado 2,DAPSA,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10718,2026-03,Nafta Súper,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10718,2026-03,Gas Oil Grado 2,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10718,2026-03,Nafta Premium,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10718,2026-03,Gas Oil Grado 3,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10835,2026-03,Gas Oil Grado 3,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10835,2026-03,Gas Oil Grado 2,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,2107,2026-03,Gas Oil Grado 3,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,2107,2026-03,Gas Oil Grado 2,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11334,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11334,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11334,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11334,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11114,2026-03,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,3484,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,3484,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,3484,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11314,2026-03,Nafta Súper,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11314,2026-03,Gas Oil Grado 3,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11314,2026-03,Nafta Premium,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11314,2026-03,Gas Oil Grado 2,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10232,2026-03,Nafta Premium,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10232,2026-03,Nafta Súper,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10232,2026-03,Gas Oil Grado 2,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10232,2026-03,Gas Oil Grado 3,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10709,2026-03,Gas Oil Grado 2,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10709,2026-03,Nafta Súper,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10709,2026-03,Gas Oil Grado 3,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10709,2026-03,Nafta Premium,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11342,2026-03,Gas Oil Grado 2,Shell,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11342,2026-03,Gas Oil Grado 3,Shell,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11342,2026-03,Nafta Súper,Shell,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11342,2026-03,Nafta Premium,Shell,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11461,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11461,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11461,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11393,2026-03,GNC,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11393,2026-03,Gas Oil Grado 2,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11393,2026-03,Gas Oil Grado 3,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11393,2026-03,Nafta Premium,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11393,2026-03,Nafta Súper,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11311,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11311,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11311,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11311,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10796,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10796,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10796,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10796,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11237,2026-03,Nafta Súper,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11237,2026-03,Gas Oil Grado 3,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11443,2026-03,Gas Oil Grado 2,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11443,2026-03,Gas Oil Grado 3,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11443,2026-03,Nafta Súper,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11443,2026-03,Nafta Premium,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,1046,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,1046,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,1046,2026-03,Nafta Común,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,1046,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10636,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10807,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10922,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10922,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10636,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10807,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10807,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10922,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10636,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10636,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10807,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10922,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10672,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10672,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10672,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10672,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10991,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10991,2026-03,Nafta Común,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10991,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,10991,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11400,2026-03,Gas Oil Grado 2,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11400,2026-03,Nafta Premium,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11400,2026-03,GNC,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11400,2026-03,Nafta Súper,Gulf,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11374,2026-03,Nafta Premium,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11374,2026-03,Nafta Súper,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11374,2026-03,Gas Oil Grado 2,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11374,2026-03,GNC,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11374,2026-03,Gas Oil Grado 3,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11131,2026-03,GNC,Blanca,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11349,2026-03,Gas Oil Grado 3,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11380,2026-03,Gas Oil Grado 3,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11349,2026-03,Nafta Premium,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11349,2026-03,Gas Oil Grado 2,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11380,2026-03,Nafta Premium,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11380,2026-03,Gas Oil Grado 2,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11380,2026-03,Nafta Súper,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11349,2026-03,Nafta Súper,Puma,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11396,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11396,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11396,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11396,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11430,2026-03,Gas Oil Grado 3,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11430,2026-03,Nafta Súper,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11430,2026-03,GNC,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11430,2026-03,Nafta Premium,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11430,2026-03,Gas Oil Grado 2,YPF,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11382,2026-03,GNC,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11382,2026-03,Nafta Premium,Axion,nan,dropped
filtro_geografico,coordenadas_fuera_de_rango,11382,2026-03,Nafta Súper,Axion,nan,dropped
